Date,Invoice,Customer,Cash
2022-01-02,f03353336f,7947.0,100
2022-01-02,7eab528fcd,13420.0,40
2022-01-02,16d5ebc5bd,13420.0,50
2022-01-02,a7f1cae567,14387.0,1810
2022-01-02,4de768a235,13522.0,50
2022-01-02,b6445d604b,2164.0,150
2022-01-02,0ddfe05673,12346.0,100
2022-01-02,65c586ae8a,13919.0,250
2022-01-02,7b636bcedc,3678.0,3060
2022-01-02,56fdf87611,3775.0,40
2022-01-02,8d4f6b2b59,4923.0,70
2022-01-02,762c2a2826,17535.0,485
2022-01-02,149fc0c52a,2601.0,25
2022-01-02,b093428528,8104.0,70
2022-01-02,8a74a2d766,14664.0,80
2022-01-02,bb8c8c94b5,17537.0,295
2022-01-02,546f4e301a,16101.0,100
2022-01-02,81b36876cd,6394.0,20
2022-01-02,17d5a2d4cb,17533.0,200
2022-01-02,0443acea44,14265.0,20
2022-01-02,8601651b8e,16196.0,30
2022-01-02,161e9e986e,265.0,120
2022-01-02,fd1573a190,16196.0,40
2022-01-02,7c75bae9bb,16196.0,30
2022-01-02,355ece1ae3,16947.0,40
2022-01-02,fd67182e66,9824.0,130
2022-01-02,84cec18e2f,14875.0,300
2022-01-02,76f6d4fb20,16105.0,130
2022-01-02,80af2abf22,17539.0,100
2022-01-03,860deb2b30,17063.0,20
2022-01-03,13d14b6928,17513.0,70
2022-01-03,f28c8488b8,16959.0,500
2022-01-03,de6c6dc302,17540.0,650
2022-01-03,8da6542ba0,1126.0,80
2022-01-03,131410d522,15747.0,380
2022-01-03,a58f77adf9,10983.0,20
2022-01-03,2b898a010f,7337.0,400
2022-01-03,2bad3b7c5d,9929.0,950
2022-01-03,604c7ee381,8547.0,300
2022-01-03,c70023c28b,991.0,500
2022-01-03,833c44eedb,11900.0,310
2022-01-03,e90dbce087,4952.0,100
2022-01-03,040a80dbd7,2944.0,200
2022-01-03,c3dd819ee6,9641.0,400
2022-01-03,c6634bee98,10527.0,200
2022-01-03,779d0e35a8,17067.0,830
2022-01-03,28ae31b84a,12045.0,900
2022-01-03,0ca7ad88b7,13919.0,950
2022-01-03,07baf39b89,17541.0,2500
2022-01-03,f07a8fcff8,10183.0,200
2022-01-03,bd707a4a72,13823.0,200
2022-01-03,d0d2041171,14265.0,20
2022-01-03,a5c1d7f8ad,9284.0,600
2022-01-03,c3984d1576,2478.0,260
2022-01-03,1e32105577,14667.0,400
2022-01-03,fc1f3412f3,16558.0,500
2022-01-03,1b865ad5c9,16558.0,200
2022-01-03,4a43987052,17381.0,120
2022-01-03,9c260936b8,2478.0,260
2022-01-03,24eeaea8a2,699.0,180
2022-01-03,1f4e2b2809,2188.0,420
2022-01-03,e16b4805e6,1037.0,200
2022-01-03,2c050029ce,17077.0,50
2022-01-03,4a1193a679,1037.0,200
2022-01-03,594909bc60,17543.0,600
2022-01-03,32d42e2447,16884.0,900
2022-01-03,12f818fdc5,10810.0,500
2022-01-03,a0135ec81c,17544.0,50
2022-01-03,c1d2dac006,8752.0,3900
2022-01-03,5e13c166a7,15286.0,300
2022-01-03,ffc2eb7892,8895.0,220
2022-01-03,f4de85975e,17543.0,200
2022-01-03,177c8e9f2c,14367.0,130
2022-01-03,9704d80ac9,17543.0,195
2022-01-03,6dd00e9b10,2939.0,500
2022-01-03,708945c617,9343.0,30
2022-01-03,2bb9c9a9fe,17550.0,45
2022-01-03,dfcab1d8ee,4787.0,100
2022-01-03,0cc238b01f,14727.0,500
2022-01-03,c78b95e7a9,17312.0,30
2022-01-03,0c4de3a882,1423.0,80
2022-01-03,5c03d72df8,15313.0,20
2022-01-03,b53c1987af,17551.0,300
2022-01-03,31d55447e3,3065.0,100
2022-01-03,7e7bcd7933,16685.0,995
2022-01-03,fda2a0378a,9921.0,200
2022-01-03,c3030405aa,1538.0,60
2022-01-03,aee010101e,6322.0,30
2022-01-03,80cdecea2a,721.0,560
2022-01-03,999db217f4,802.0,700
2022-01-03,7fe61a8ad0,6032.0,950
2022-01-03,d322de5a03,2818.0,1000
2022-01-03,5fda8776c9,5248.0,150
2022-01-03,95f3c97cf3,17469.0,1360
2022-01-03,f88c396519,6370.0,250
2022-01-03,50577f9e35,11422.0,220
2022-01-03,7eb3d928cc,17553.0,110
2022-01-03,fb768546c6,16043.0,100
2022-01-03,ca719a8cd6,14419.0,630
2022-01-03,84ea69b194,15770.0,500
2022-01-03,01b6cfbf9c,2862.0,260
2022-01-03,fbf280c703,14667.0,100
2022-01-03,cace5a1611,3676.0,40
2022-01-03,7bc36857c9,16764.0,980
2022-01-03,e014223ca0,802.0,500
2022-01-03,208d5b66a5,1580.0,500
2022-01-03,9fe1237877,17384.0,3000
2022-01-03,2de2970f85,17190.0,800
2022-01-03,b69e21143d,14578.0,100
2022-01-03,a269736ba2,15967.0,250
2022-01-03,1109b7c034,17555.0,200
2022-01-03,69a0825079,11323.0,180
2022-01-03,017f67a191,17492.0,50
2022-01-03,d31f02a563,17556.0,200
2022-01-03,7529937739,7947.0,300
2022-01-03,67f9d7eee7,17557.0,50
2022-01-03,2bbe39a5ef,17558.0,50
2022-01-03,b7f6e06cf4,5283.0,20
2022-01-03,5e03d03d98,16980.0,20
2022-01-03,15f94756ed,12689.0,40
2022-01-03,13d64b286b,12417.0,700
2022-01-03,3cee7c3b2f,17559.0,20
2022-01-03,0dc49c23ef,1444.0,500
2022-01-03,e3bdf22807,11358.0,60
2022-01-03,89958d334e,15209.0,500
2022-01-03,38acbf065b,13884.0,360
2022-01-03,82d6793ad8,17561.0,100
2022-01-03,3a5030a640,17394.0,900
2022-01-03,fccf1016ec,6547.0,140
2022-01-03,a1a0d8fe3e,15597.0,980
2022-01-03,4ba68e609d,17439.0,105
2022-01-03,0374bcbabe,3033.0,900
2022-01-03,bc1c892abd,16653.0,320
2022-01-03,e0a3a9e41d,17144.0,40
2022-01-03,51d1b8d93e,12267.0,50
2022-01-03,94c63dd6d7,9009.0,160
2022-01-03,c56174ee4f,3301.0,60
2022-01-03,b7352adf72,13591.0,60
2022-01-03,f062b57f18,17563.0,200
2022-01-03,711a210750,5630.0,995
2022-01-03,7e0a6b35cd,2478.0,30
2022-01-03,f4f5eeda59,15870.0,2200
2022-01-03,802284843e,17537.0,500
2022-01-03,710c3cddef,17565.0,60
2022-01-03,96459e97ab,17191.0,260
2022-01-03,c1f6bc194f,14664.0,90
2022-01-03,598090dd81,721.0,60
2022-01-03,b6755ea062,16598.0,20
2022-01-03,86573ec399,8646.0,300
2022-01-03,5fdadad5d7,12291.0,45
2022-01-03,b7db7dd035,17352.0,135
2022-01-03,ee2f737691,16196.0,60
2022-01-03,eeaf148a2f,16196.0,40
2022-01-03,81b1c2a86a,16196.0,60
2022-01-03,f86ee3613c,15313.0,20
2022-01-03,50d63be3a2,13920.0,45
2022-01-03,ee02d0b247,17566.0,120
2022-01-03,4cf268c4f7,9275.0,100
2022-01-03,ac10dcd395,17513.0,40
2022-01-04,12d92d2edd,1371.0,1000
2022-01-04,52fbb0b61c,1371.0,500
2022-01-04,22c47919c1,13956.0,35
2022-01-04,d065d7e179,16101.0,100
2022-01-04,10fc603a88,14875.0,300
2022-01-04,0b51d79462,10983.0,40
2022-01-04,0f3b608590,14242.0,40
2022-01-04,8a75e73bec,13481.0,20
2022-01-04,7ec8b78f93,2478.0,100
2022-01-04,c47a1713c2,571.0,490
2022-01-04,b2b98c5b5f,571.0,470
2022-01-04,d03365ffb4,9777.0,100
2022-01-04,f0eed059b4,17054.0,50
2022-01-04,46de99c2a0,16085.0,120
2022-01-04,ee5d7e0084,10045.0,2000
2022-01-04,e213ba481d,951.0,780
2022-01-04,2ad7043114,17526.0,480
2022-01-04,263649da30,2188.0,220
2022-01-04,a6fd6e4b6e,856.0,880
2022-01-04,014929892f,12306.0,260
2022-01-04,ddd4e2404d,14915.0,950
2022-01-04,dc5d437cef,14915.0,40
2022-01-04,ad6ac81449,4403.0,7000
2022-01-04,ce9b89433d,9929.0,950
2022-01-04,cee3dae51c,1802.0,700
2022-01-04,d3d86c2427,17067.0,830
2022-01-04,598fb0673e,662.0,180
2022-01-04,180d8a08d4,1431.0,850
2022-01-04,84591b3b52,884.0,120
2022-01-04,740b8bdce5,10294.0,1000
2022-01-04,d065335f18,7621.0,700
2022-01-04,ad1bef0951,10110.0,990
2022-01-04,4dc64814a7,14869.0,50
2022-01-04,bafda33f3c,8956.0,200
2022-01-04,6.61425E+204,12605.0,4500
2022-01-04,6b1908dc1e,15967.0,320
2022-01-04,d9bb6a358d,14887.0,40
2022-01-04,3a898519ee,17356.0,125
2022-01-04,a7a66a22f4,9824.0,500
2022-01-04,e179aa4435,8752.0,4000
2022-01-04,ca415e7c74,2647.0,100
2022-01-04,e619d92027,16738.0,1800
2022-01-04,623db49743,10810.0,500
2022-01-04,f0146b390c,7038.0,310
2022-01-04,d4fc195f09,5805.0,300
2022-01-04,9f1454e719,4700.0,200
2022-01-04,14803ffc89,10764.0,700
2022-01-04,6c3a9c1ecd,699.0,125
2022-01-04,124ed38101,10983.0,40
2022-01-04,55a8739b89,17575.0,300
2022-01-04,05ae135e2b,17574.0,950
2022-01-04,7742d007f1,17574.0,45
2022-01-04,63a098423e,802.0,1000
2022-01-04,43efcd0c75,4964.0,300
2022-01-04,3ca6be1955,17576.0,100
2022-01-04,8ea004056c,12346.0,200
2022-01-04,2386ebc56c,14347.0,60
2022-01-04,443b8e36c4,10527.0,980
2022-01-04,7b16684b87,10183.0,250
2022-01-04,14b8ee536b,946.0,4050
2022-01-04,eb1202959e,14760.0,1000
2022-01-04,87f3dbc06d,7947.0,960
2022-01-04,1dd35540a3,7947.0,20
2022-01-04,f6a7f35993,11866.0,40
2022-01-04,890cf17eb1,10177.0,160
2022-01-04,01326afcaf,785.0,350
2022-01-04,376b4ffec5,14848.0,50
2022-01-04,687717f369,17543.0,200
2022-01-04,868e1d8237,2601.0,20
2022-01-04,4a50ed21e2,2601.0,20
2022-01-04,1e434002d1,14265.0,20
2022-01-04,71b027a27e,4572.0,995
2022-01-04,2c935fac57,15073.0,3900
2022-01-04,c2a83060a6,3486.0,100
2022-01-04,64efd5c40a,17543.0,100
2022-01-04,797bb22744,17580.0,220
2022-01-04,a5ce89cc83,15442.0,800
2022-01-04,1880850c86,15429.0,9500
2022-01-04,19bf261bcb,11135.0,520
2022-01-04,c553820988,2478.0,55
2022-01-04,cf91674721,17581.0,20
2022-01-04,d70ac9691c,16810.0,500
2022-01-04,696ba14799,1545.0,20000
2022-01-04,2edb7bc339,16685.0,500
2022-01-04,5a902f785b,17561.0,450
2022-01-04,b11e70f04d,11455.0,150
2022-01-04,534a37f79e,17582.0,800
2022-01-04,5975a07ab3,8964.0,1000
2022-01-04,3b85e8796f,9289.0,995
2022-01-04,e874a4b381,8258.0,550
2022-01-04,f06ce10be5,1524.0,60
2022-01-04,bfe066a665,1524.0,100
2022-01-04,0ceaf45204,5629.0,195
2022-01-04,aaed10e110,15250.0,980
2022-01-04,c06fe0e049,15102.0,200
2022-01-04,eea60e5ee2,14367.0,2800
2022-01-04,5751aed84b,17218.0,940
2022-01-04,a98a59108c,17584.0,110
2022-01-04,dff8e2fd11,17585.0,900
2022-01-04,60a9e2d70e,17583.0,900
2022-01-04,dfbb452cf0,16744.0,60
2022-01-04,69b52b78e6,4802.0,300
2022-01-04,85b73eebbb,17222.0,800
2022-01-04,23f05618b8,4802.0,3000
2022-01-04,dd42bc54a1,9814.0,100
2022-01-04,13aaf76407,15023.0,800
2022-01-04,15709a809b,12291.0,30
2022-01-04,74e0de1200,9018.0,80
2022-01-04,4e403eb531,3136.0,300
2022-01-04,7a28d9dd54,1041.0,1000
2022-01-04,fd7e1a7329,16480.0,5000
2022-01-04,dfa3ab8c09,16889.0,80
2022-01-04,89d071ba0d,11847.0,80
2022-01-04,1239de7329,17591.0,900
2022-01-04,4bc8367354,2478.0,60
2022-01-04,7beb5d2550,17412.0,120
2022-01-04,01700c30a2,15286.0,240
2022-01-04,b73f314f4b,16985.0,60
2022-01-04,5ac670de60,4802.0,2500
2022-01-04,4db0db29bb,11326.0,8000
2022-01-04,ab1bfafc92,6847.0,100
2022-01-04,7aa95c6484,8565.0,60
2022-01-04,777ec40378,17595.0,100
2022-01-04,4f4ddcb719,11812.0,900
2022-01-04,599ed05099,15782.0,950
2022-01-04,d4034e03e9,6322.0,35
2022-01-04,8d69c57c72,3301.0,50
2022-01-04,848a21b313,17589.0,550
2022-01-04,f8852ed793,17394.0,900
2022-01-04,18a8bff801,13591.0,40
2022-01-04,3798f3b1ff,15747.0,300
2022-01-04,28466a6079,3033.0,500
2022-01-04,cbeb65436b,1543.0,1620
2022-01-04,845102600000000,14416.0,45
2022-01-04,86dc00ec3d,14416.0,60
2022-01-04,f3382c5196,15911.0,100
2022-01-04,f763663c74,17596.0,20
2022-01-04,10fb39b373,17348.0,150
2022-01-04,8bfb3f94e1,3678.0,700
2022-01-04,bde35560a0,17348.0,350
2022-01-04,1b34442738,10394.0,100
2022-01-04,3e84cfc660,17144.0,40
2022-01-04,e6e324d240,10669.0,195
2022-01-04,4b975fbd83,2808.0,1000
2022-01-04,b7e5232649,10394.0,20
2022-01-04,75a0e6ab18,16101.0,100
2022-01-04,a347f7a1e0,17168.0,400
2022-01-04,2a0e42bc33,14265.0,20
2022-01-04,50d8631394,1598.0,200
2022-01-04,2fc4fbe008,17597.0,70
2022-01-04,598b38ccf3,11358.0,40
2022-01-04,e41841e3c3,11358.0,70
2022-01-04,35f3471bb0,17360.0,40
2022-01-04,137f438f2a,3340.0,40
2022-01-04,1317473b22,11323.0,600
2022-01-04,9b8d7abe1e,17537.0,360
2022-01-04,4dd6b861af,17168.0,400
2022-01-04,70453e8cb3,2432.0,100
2022-01-04,456de8c210,13005.0,40
2022-01-04,724a038223,265.0,60
2022-01-04,7938e01a56,1416.0,40
2022-01-04,8692eb4bc8,14542.0,50
2022-01-04,58ffaa0e4f,14875.0,500
2022-01-04,f664316e9b,17061.0,40
2022-01-04,c4b4608df4,17599.0,80
2022-01-04,91a47d561e,14221.0,95
2022-01-05,0e6089c62f,14875.0,450
2022-01-05,abd437f20f,12844.0,40
2022-01-05,e3ecacff7e,17602.0,30
2022-01-05,914bc06a70,14810.0,100
2022-01-05,09c284870c,8104.0,100
2022-01-05,b0e1e12e9d,17603.0,125
2022-01-05,54833dd469,3775.0,20
2022-01-05,17115c8ff2,3499.0,300
2022-01-05,795c3be4df,797.0,3200
2022-01-05,2dfe0fdc49,665.0,600
2022-01-05,6352c2aca4,7643.0,110
2022-01-05,12310422b0,14875.0,400
2022-01-05,bf836d1ab2,781.0,105
2022-01-05,51e717c17b,2647.0,100
2022-01-05,ac37398491,10110.0,300
2022-01-05,cc73ca1570,674.0,200
2022-01-05,b933d7e81d,674.0,200
2022-01-05,3d513df7d5,674.0,150
2022-01-05,56a6e4f6d8,16691.0,20
2022-01-05,3d8a87d22f,8440.0,135
2022-01-05,67b69f08df,14221.0,100
2022-01-05,fe97c7ac42,17170.0,140
2022-01-05,a89d3905f2,9929.0,900
2022-01-05,aea9a04ade,17605.0,80
2022-01-05,75109aac3e,15986.0,100
2022-01-05,a36ee392b9,15985.0,100
2022-01-05,d1a1a8c5c4,2647.0,560
2022-01-05,f51609cde5,1613.0,180
2022-01-05,bfcece060e,5805.0,200
2022-01-05,4e137be086,9413.0,285
2022-01-05,3e238c5d7e,9652.0,10000
2022-01-05,3913226a8f,4389.0,70
2022-01-05,80f195335c,16025.0,3000
2022-01-05,34beb2f48a,9921.0,200
2022-01-05,142ed56d94,8750.0,980
2022-01-05,5c3d285310,4700.0,160
2022-01-05,34c1e97103,4700.0,40
2022-01-05,ee2efbf9c9,2939.0,200
2022-01-05,19e1324d05,9280.0,50
2022-01-05,4226ec10d3,2188.0,1000
2022-01-05,e80d7d5e94,1248.0,3500
2022-01-05,22bb12c930,9775.0,120
2022-01-05,8c70a4bba3,12636.0,980
2022-01-05,30be099719,9075.0,400
2022-01-05,c8cbe0922b,4572.0,995
2022-01-05,784ecec022,228.0,980
2022-01-05,049c210725,17606.0,20
2022-01-05,513e21ba0f,6525.0,7000
2022-01-05,97a503f25e,6525.0,6500
2022-01-05,f159174e46,14547.0,995
2022-01-05,0d3216440e,5555.0,800
2022-01-05,2d7bd7ee84,13828.0,100
2022-01-05,962c78a1d9,5283.0,40
2022-01-05,91fc1d570b,2666.0,500
2022-01-05,8dedd34de3,2354.0,100
2022-01-05,3478255123,951.0,980
2022-01-05,44048c1fc3,17526.0,800
2022-01-05,43fd7135f2,5248.0,150
2022-01-05,6e76324479,13085.0,100
2022-01-05,6ff1f7de8e,16186.0,1200
2022-01-05,32724eff22,735.0,130
2022-01-05,1ae26251e1,10527.0,220
2022-01-05,b102ca8237,17606.0,80
2022-01-05,3e78b1ec67,9824.0,1320
2022-01-05,2cc848d320,10468.0,95
2022-01-05,b9625589d4,9824.0,500
2022-01-05,cf3d038b5f,4952.0,70
2022-01-05,78ebe09c49,10790.0,620
2022-01-05,a074af40f0,3301.0,40
2022-01-05,716857c3df,8752.0,700
2022-01-05,307d5a4d16,13591.0,40
2022-01-05,6918079413,17461.0,900
2022-01-05,c49d832c93,14367.0,1000
2022-01-05,1cc71a6a7b,15676.0,320
2022-01-05,9e8c0b4fd6,14367.0,3100
2022-01-05,54478094f5,1111.0,1750
2022-01-05,38906ebc5d,6578.0,860
2022-01-05,042a9b0fe2,17607.0,40
2022-01-05,70ab696c3e,8440.0,70
2022-01-05,38cb4f4d9b,4719.0,30
2022-01-05,240919ab38,12346.0,260
2022-01-05,dd51cdc4cd,12346.0,240
2022-01-05,47b9d1b6ea,991.0,500
2022-01-05,13fbe58bdf,6328.0,1800
2022-01-05,49de70abe5,15073.0,580
2022-01-05,4419c2282a,10983.0,50
2022-01-05,5b698755e8,9289.0,995
2022-01-05,d3fd12609e,15255.0,340
2022-01-05,8d13dcf343,17609.0,300
2022-01-05,7c6f861337,15668.0,70
2022-01-05,96f77fa61f,12306.0,500
2022-01-05,dd84b34ba8,16704.0,300
2022-01-05,92019ab89e,6370.0,150
2022-01-05,9ea24f57bd,10197.0,250
2022-01-05,3ed641f0ac,10197.0,150
2022-01-05,992245d1f8,4420.0,40
2022-01-05,098b6986f3,4420.0,25
2022-01-05,366607e821,4420.0,40
2022-01-05,67502debd2,8493.0,1650
2022-01-05,6a680e80ed,4078.0,500
2022-01-05,ce01bdb5b6,17144.0,40
2022-01-05,d95f655fe2,10810.0,200
2022-01-05,7d1ec63543,8409.0,60
2022-01-05,be51a6f447,7038.0,670
2022-01-05,091d681d42,8197.0,600
2022-01-05,5449f8a9bf,4947.0,20
2022-01-05,fad95b8108,802.0,1000
2022-01-05,2749a3ce24,802.0,1000
2022-01-05,10efeea07e,9158.0,1980
2022-01-05,3b9fe2f033,1683.0,500
2022-01-05,a8c87aed80,9824.0,180
2022-01-05,b3a98f6fa7,1543.0,1290
2022-01-05,51e2cab730,17160.0,850
2022-01-05,982b75baf7,17611.0,50
2022-01-05,b0970b913e,17583.0,950
2022-01-05,691559e7cc,10036.0,110
2022-01-05,c0ff020f22,8964.0,50
2022-01-05,ba389e367f,4020.0,220
2022-01-05,2c97e318ec,1854.0,100
2022-01-05,d0a0140fb9,10470.0,20
2022-01-05,8fa8f41465,7847.0,300
2022-01-05,0dfaa844e2,15208.0,100
2022-01-05,1269eb1da2,11207.0,20
2022-01-05,87a3d39a50,7108.0,90
2022-01-05,1bcf2a6611,11454.0,3400
2022-01-05,478fdf3c06,17613.0,60
2022-01-05,7259f3f791,7337.0,400
2022-01-05,9903701de2,17382.0,50
2022-01-05,94b1be3222,10510.0,60
2022-01-05,646606951d,10511.0,200
2022-01-05,58b9de4eac,17382.0,50
2022-01-05,609b1905a5,16584.0,30
2022-01-05,fc9e9a4c27,4527.0,100
2022-01-05,c9acc419ea,12129.0,70
2022-01-05,240313e5b7,11207.0,80
2022-01-05,d7f96a07f4,9284.0,175
2022-01-05,01c09a8050,3628.0,500
2022-01-05,5c3f16d4e9,16419.0,65
2022-01-05,5bc85743d9,3628.0,500
2022-01-05,b7516a2719,3858.0,40
2022-01-05,5867fb5d66,11847.0,100
2022-01-05,699dd296c1,16653.0,215
2022-01-05,a52d675d78,14591.0,510
2022-01-05,f64e606a4a,17513.0,50
2022-01-05,99e3a710ac,17582.0,950
2022-01-05,1a73e368ce,17616.0,270
2022-01-05,e8b8699f8f,13126.0,200
2022-01-05,6befebd279,14869.0,40
